INDEX;BT;QGOAP;
201;1,876831;1,563171;
202;2,646545;1,853455;
203;1,979858;1,720154;
204;1,483826;1,956177;
205;1,889648;1,530334;
206;1,817566;2,142456;
207;2,755005;1,964966;
208;1,517029;2,482971;
209;1,477722;1,602295;
210;1,522522;1,777466;
211;2,622131;1,837891;
212;1,950623;2,22937;
213;2,001404;1,918579;
214;1,828613;1,431396;
215;1,869629;2,210388;
216;1,843567;2,136414;
217;2,708313;3,031677;
218;1,716492;1,363525;
219;1,868774;1,471191;
220;2,004211;1,915833;
221;3,064453;1,475525;
222;2,122864;1,617126;
223;2,460327;2,079651;
224;1,504639;1,815369;
225;1,646301;2,153687;
226;1,424316;1,355713;
227;1,504272;1,67572;
228;1,647827;1,552185;
229;1,925049;1,214905;
230;2,039185;1,640869;
231;2,733215;1,806763;
232;2,594971;1,445007;
233;2,199585;1,520447;
234;1,173279;1,986694;
235;1,548828;1,631165;
236;2,190491;2,0495;
237;1,83075;1,409302;
238;1,466309;1,573669;
239;1,398682;1,341309;
240;2,552063;1,647949;
241;2,151855;1,668152;
242;1,693665;1,346313;
243;2,029297;2,170715;
244;2,690552;2,209412;
245;1,951538;1,788452;
246;2,334778;1,72522;
247;1,596924;1,703125;
248;1,636169;1,583801;
249;2,442993;1,557007;
250;2,151123;1,628906;
251;1,5755;2,064453;
252;2,273743;2,086304;
253;2,348511;1,471436;
254;1,804443;2,275574;
255;2,48822;1,551758;
256;2,195251;1,704773;
257;1,685486;2,294495;
258;1,710815;1,309204;
259;2,170837;2,969177;
260;1,562317;1,417664;
261;1,582886;1,7771;
262;1,633057;2,006958;
263;1,966919;2,173096;
264;2,127441;1,532532;
265;2,505127;1,494873;
266;1,640869;2,039124;
267;1,568542;2,651489;
268;2,185547;1,774414;
269;1,937378;1,642578;
270;2,553345;2,006714;
271;1,992432;1,567505;
272;2,321777;1,618286;
273;1,729248;1,470703;
274;1,867554;1,8125;
275;1,782959;2,137085;
276;1,966797;1,353149;
277;2,224854;1,615112;
278;1,582397;2,137573;
279;3,032471;2,887573;
280;1,595947;1,244019;
281;2,019775;1,820313;
282;2,116577;1,92334;
283;2,525635;1,514404;
284;2,595459;1,564575;
285;1,814453;1,305542;
286;1,923218;2,096802;
287;1,78772;1,652222;
288;1,696777;1,603271;
289;1,95874;1,561157;
290;2,128296;1,791748;
291;2,011841;2,268188;
292;3,324951;2,175049;
293;2,046021;1,873901;
294;1,411133;1,608887;
295;2,286499;1,793579;
296;1,680908;1,939087;
297;1,924438;1,975464;
298;2,304077;1,815918;
299;2,331543;1,508545;
300;1,645264;1,454712;
301;1,623047;1,416992;
302;1,793091;1,366821;
303;2,162842;1,857178;
304;2,521729;1,478271;
305;2,595825;2,884155;
306;1,995972;2,124023;
307;1,220825;2,459229;
308;2,161743;1,478271;
309;1,819458;1,780518;
310;2,002319;2,157715;
311;1,361572;2,258423;
312;1,587036;1,772949;
313;1,435303;1,424683;
314;1,356201;1,443726;
315;1,890137;1,369873;
316;1,442261;1,557739;
317;1,799072;2,320923;
318;1,5;1,820068;
319;1,477783;2,602173;
320;2,211548;1,468506;
321;2,114014;1,505981;
322;1,849365;1,570557;
323;1,798462;1,401611;
324;1,66748;1,392456;
325;3,311035;1,348999;
326;1,707886;1,432129;
327;2,394531;3,54541;
328;2,401855;2,158203;
329;1,592529;2,447388;
330;1,345093;2,11499;
331;1,411743;2,348267;
332;1,577759;1,622192;
333;2,466797;1,393188;
334;1,850098;1,829956;
335;1,282104;1,477905;
336;1,4198;1,600098;
337;2,25293;2,50708;
338;1,81311;1,68689;
339;1,866089;2,793945;
340;1,369019;1,990967;
341;2,087402;2,192627;
342;1,545288;1,454712;
343;1,690308;1,889648;
344;1,660156;2,039917;
345;1,993164;1,426758;
346;1,65564;1,62439;
347;2,127197;1,212769;
348;1,466309;1,673706;
349;2,241333;1,778687;
350;1,610718;1,429321;
351;1,428467;1,931519;
352;1,599609;1,42041;
353;1,648682;1,851318;
354;1,728882;1,291016;
355;2,504517;1,595581;
356;2,201294;1,398682;
357;2,047363;1,812622;
358;1,541992;1,417969;
359;2,04834;1,911743;
360;1,787476;1,892456;
361;1,893311;1,906738;
362;2,474365;2,12561;
363;2,408691;1,811279;
364;2,005737;1,454224;
365;1,713013;2,647095;
366;1,751953;1,988037;
367;1,879272;2,480713;
368;2,236816;1,863159;
369;1,803833;1,496094;
370;1,79541;2,764648;
371;1,604004;1,676025;
372;1,428955;1,750977;
373;1,540771;1,619263;
374;1,343994;1,696045;
375;2,246094;2,033813;
376;2,232788;2,327271;
377;1,49292;1,5271;
378;2,306396;1,553589;
379;1,952515;1,767456;
380;2,403687;1,476318;
381;1,170288;1,509766;
382;2,710083;1,529907;
383;2,162354;2,497559;
384;1,950562;1,449463;
385;1,922607;1,357422;
386;1,861694;2,818237;
387;1,758423;1,621582;
388;1,926758;1,813232;
389;2,332153;1,547852;
390;2,385864;1,994141;
391;1,382935;1,737061;
392;2,328857;1,471191;
393;2,141113;1,758911;
394;2,529297;1,210693;
395;1,528687;1,631348;
396;1,542603;1,477295;
397;1,80835;2,251709;
398;1,437134;1,902832;
399;1,685791;1,654175;
400;1,954468;1,40564;
401;1,510132;2,369751;
402;1,922729;2,017334;
403;1,791992;1,488037;
404;2,144043;1,295898;
405;1,444702;1,395264;
406;1,515381;3,224731;
407;1,515259;2,764648;
408;2,23645;1,323608;
409;1,037231;1,542725;
410;2,342163;1,257813;
411;2,28125;1,538818;
412;1,687256;1,312744;
413;1,677612;3,142334;
414;2,176758;2,243286;
415;2,445068;2,954956;
416;2,00708;2,372925;
417;2,054321;1,665649;
418;1,841553;1,838379;
419;2,56604;2,354004;
420;3,250366;2,649658;
421;1,744019;1,715942;
422;1,612793;1,707153;
423;1,394531;1,885498;
424;1,774658;1,825317;
425;1,687622;1,29248;
426;1,82373;2,41626;
427;1,725708;2,174194;
428;1,526489;1,353516;
429;1,700806;1,519287;
430;1,763184;1,556763;
431;1,451172;1,768799;
432;1,716553;2,083496;
433;2,02002;1,559937;
434;2,376587;1,403442;
435;2,341797;1,798218;
436;1,604614;1,475342;
437;1,480957;2,379028;
438;1,917114;1,522949;
439;2,354126;1,845825;
440;2,833618;1,626343;
441;1,614502;2,405518;
442;2,585327;1,494751;
443;2,060181;2,15979;
444;1,745117;1,354858;
445;1,896973;2,243042;
446;1,591675;1,468262;
447;2,305054;2,155029;
448;2,37439;1,425537;
449;2,385864;1,734131;
450;1,643188;3,496826;
451;2,087036;1,512939;
452;1,836182;2,443848;
453;2,084717;1,255249;
454;1,573608;1,74646;
455;1,041016;2,438965;
456;1,334961;1,285034;
457;2,723633;1,856323;
458;2,250977;1,589111;
459;1,99231;1,467651;
460;1,924194;1,155762;
461;1,663696;1,936279;
462;1,932251;2,007813;
463;1,934692;2,425293;
464;1,719238;2,800781;
465;1,598877;1,901123;
466;1,295532;1,644409;
467;1,367432;1,552612;
468;1,580811;1,679199;
469;1,568481;1,451538;
470;2,398438;2,041504;
471;1,753662;1,966309;
472;1,445679;1,474365;
473;1,466064;1,733887;
474;1,581177;1,758911;
475;1,727905;1,452026;
476;1,891235;2,308838;
477;1,674438;2,685547;
478;1,971069;1,128906;
479;1,86853;1,271484;
480;1,948486;2,471436;
481;1,814697;1,725342;
482;2,042725;1,637329;
483;2,832642;1,647339;
484;2,039795;1,660156;
485;2,108643;2,351318;
486;1,511719;1,568359;
487;1,614868;2,845093;
488;1,809937;2,190063;
489;2,182373;1,717651;
490;1,793823;1,606201;
491;1,594604;2,485352;
492;1,841919;1,598145;
493;1,947754;1,712158;
494;1,681274;2,778809;
495;1,709229;1,490723;
496;1,599731;2,060303;
497;1,3927;1,647217;
498;1,568848;1,811157;
499;2,733765;1,786255;
500;2,078857;2,181152;
501;1,653564;2,846436;
502;1,874756;1,885254;
503;2,222534;1,91748;
504;2,442383;1,437622;
505;2,273438;1,486572;
506;2,153687;1,746216;
507;2,407104;2,192993;
508;1,347168;2,732788;
509;1,487305;1,492676;
510;2,381714;2,258301;
511;2,191528;1,988525;
512;1,898926;1,661011;
513;1,84668;1,553345;
514;2,034668;1,585327;
515;1,508911;1,671021;
516;2,141113;1,958984;
517;1,55249;2,607422;
518;1,717651;1,822388;
519;1,836304;2,403687;
520;1,990234;1,749756;
521;1,434082;1,845947;
522;1,839844;1,540161;
523;1,526978;2,213013;
524;1,636719;1,763306;
525;2,042725;1,137207;
526;2,204102;1,495972;
527;1,499634;1,520264;
528;1,285034;1,535034;
529;1,664673;1,595337;
530;1,918091;1,581909;
531;1,932617;1,807373;
532;1,515869;1,804077;
533;1,549194;1,510864;
534;1,986206;2,133789;
535;1,808472;1,591553;
536;2,077271;1,90271;
537;1,931274;2,188721;
538;1,744751;1,4552;
539;1,889771;1,690308;
540;1,579712;1,800171;
541;1,474854;1,505249;
542;1,910767;2,309082;
543;2,121826;2,098389;
544;2,032959;1,707031;
545;1,433105;2,186768;
546;1,559814;1,520264;
547;2,038086;1,921875;
548;1,319336;2,420654;
549;2,499756;1,660156;
550;1,455078;1,705078;
551;1,904541;1,5354;
552;1,836182;1,483887;
553;1,598877;2,081055;
554;1,420654;2,579346;
555;1,292969;2,487061;
556;2,750977;2,208984;
557;1,898193;1,381836;
558;1,709717;2,610107;
559;1,642822;1,517334;
560;1,603027;1,756836;
561;1,69458;1,445557;
562;3,022217;1,657715;
563;1,819336;1,940674;
564;2,58667;1,573242;
565;1,57251;1,70752;
566;1,911621;2,248535;
567;1,568359;1,831543;
568;2,017578;2,022461;
569;2,025146;2,034912;
570;2,231445;1,80835;
571;1,610596;1,82959;
572;2,691406;2,348633;
573;1,936523;1,92334;
574;1,963867;1,696045;
575;2,312988;1,76709;
576;2,270752;1,729248;
577;1,467041;2,312988;
578;1,671143;1,888916;
579;2,289795;1,650146;
580;1,396973;2,843018;
581;2,036377;1,503662;
582;2,130127;2,349854;
583;1,726563;1,613525;
584;1,745117;1,414795;
585;1,5271;1,512939;
586;1,641113;1,798828;
587;2,606445;1,773438;
588;1,474365;1,605713;
589;1,644531;1,775391;
590;2,04834;1,571777;
591;2,219238;1,280762;
592;1,62207;2,057861;
593;1,688232;1,431885;
594;1,503662;1,496338;
595;2,065918;2,214111;
596;1,624512;1,495361;
597;2,098633;2,081299;
598;1,703369;2,116699;
599;2,257813;1,442139;
600;1,495605;2,044434;
601;1,696533;1,843506;
602;1,665283;1,234619;
603;2,25415;1,525879;
604;2,851563;1,588379;
605;1,453613;1,406494;
606;2,463135;2,516846;
607;1,343506;2,456543;
608;1,272705;2,427246;
609;2,203857;1,796143;
610;1,703857;1,39624;
611;1,618652;1,601318;
612;1,922852;2,637207;
613;1,838379;2,501465;
614;1,988037;1,312012;
615;1,874756;1,525146;
616;1,583252;1,236816;
617;1,310059;1,75;
618;2,009277;1,710693;
619;1,433838;1,92627;
620;2,234131;2,345703;
621;1,834473;2,205566;
622;1,872559;2,867432;
623;2,224609;1,755371;
624;1,780518;1,259521;
625;1,544189;1,555908;
626;1,774414;2,025391;
627;1,779785;2,700195;
628;2,153809;1,846191;
629;1,460938;2,259277;
630;1,675293;2,064697;
631;1,517822;1,962158;
632;1,919678;2,000244;
633;1,731445;1,648438;
634;2,14917;1,87085;
635;1,684326;1,695801;
636;1,948242;1,851807;
637;1,466309;2,513672;
638;1,598389;1,341553;
639;1,930908;1,669189;
640;1,44873;1,911133;
641;2,168457;1,69165;
642;1,307861;2,052002;
643;1,679443;1,760498;
644;1,53418;1,406006;
645;2,483154;1,496826;
646;1,420898;2,759033;
647;1,691406;3,448486;
648;1,986572;2,293457;
649;1,751221;1,608887;
650;2,355469;1,724609;
651;1,852295;1,787598;
652;2,442139;1,5979;
653;1,668213;1,95166;
654;1,493408;3,08667;
655;2,268066;2,231934;
656;1,746826;1,453125;
657;1,659424;1,260742;
658;1,672607;1,547363;
659;2,109375;1,630615;
660;1,218506;2,141357;
661;1,708984;1,631104;
662;1,66626;2,413818;
663;2,273926;1,466064;
664;1,648438;1,391357;
665;1,438721;2,561279;
666;1,663818;2,016357;
667;1,035645;2,904297;
668;1,754883;1,60498;
669;1,67749;1,642578;
670;2,176758;1,743164;
671;1,623291;1,576904;
672;2,084961;1,714844;
673;1,5;2,640137;
674;1,628418;1,811523;
675;1,477539;1,902588;
676;2,261475;2,358398;
677;1,462891;2,177246;
678;1,506348;1,853516;
679;1,800293;1,599854;
680;1,578369;2,541504;
681;1,581299;2,378662;
682;2,098877;1,601074;
683;1,36377;1,776367;
684;1,292236;2,047607;
685;1,773682;1,786377;
686;2,152344;1,227783;
687;1,888916;1,710938;
688;1,473633;3,466553;
689;1,473145;2,226807;
690;1,489258;2,370605;
691;1,497803;1,402344;
692;1,382813;2,177002;
693;1,701416;1,878662;
694;1,825684;2,214355;
695;1,395996;2,604004;
696;1,616943;1,663086;
697;1,568604;1,831299;
698;1,840576;1,919434;
699;1,272949;2,127197;
700;1,7229;1,656982;
701;1,800537;2,619385;
702;1,645508;2,294678;
703;1,812744;1,967041;
704;2,288086;2,39209;
705;1,651855;1,828125;
706;1,659912;2,100098;
707;1,763672;1,936279;
708;2,425537;2,854492;
709;1,617188;1,662842;
710;1,506592;1,693359;
711;2,104492;2,455566;
712;2,398438;2,321533;
713;1,848389;1,69165;
714;1,527588;1,772217;
715;1,803467;1,276611;
716;1,881348;1,358643;
717;1,748779;2,55127;
718;1,787598;1,832275;
719;1,478271;1,461914;
720;1,71167;1,78833;
721;1,331055;2,348877;
722;2,443604;2,15625;
723;2,378418;1,521729;
724;1,774414;2,025635;
725;1,583984;1,515869;
726;1,480957;1,63916;
727;1,606689;3,233154;
728;1,762695;1,477295;
729;1,514648;2,185547;
730;1,523682;2,016113;
731;2,390381;1,969727;
732;1,805664;1,554443;
733;1,461914;1,798096;
734;1,421387;2,278564;
735;1,423584;1,576416;
736;1,480713;1,65918;
737;2,221191;1,258789;
738;1,723877;2,616211;
739;2,052002;1,62793;
740;2,581543;1,898438;
741;1,469727;1,630371;
742;1,553955;1,406006;
743;1,193604;2,146484;
744;2,237305;1,762695;
745;2,32251;1,817383;
746;2,127441;1,612549;
747;1,779541;3,340576;
748;1,649658;2,670166;
749;1,588379;1,791748;
750;1,637207;2,362793;
751;1,592285;2,167725;
752;1,961914;1,458008;
753;2,362793;2,977295;
754;1,928955;1,730957;
755;1,485596;1,614502;
756;1,866455;1,713379;
757;1,749512;2,350586;
758;1,760254;1,559814;
759;1,310303;2,629639;
760;1,697266;1,662598;
761;1,940674;1,459473;
762;1,474121;1,545898;
763;1,982178;1,937744;
764;1,974609;2,425293;
765;1,71875;1,52124;
766;1,441406;2,118652;
767;1,738525;1,861572;
768;1,483643;1,496338;
769;1,437012;2,083008;
770;2,03125;1,94873;
771;1,47876;1,981201;
772;1,394531;2,025391;
773;1,648926;3,691162;
774;1,463379;1,556641;
775;1,499268;1,640625;
776;2,23584;1,404297;
777;1,607178;2,272705;
778;1,508301;1,431641;
779;1,464355;1,515869;
780;2,469727;2,130127;
781;2,003662;1,596436;
782;1,646973;1,572998;
783;1,664307;2,075684;
784;1,822754;1,837158;
785;1,669922;1,530029;
786;2,012451;1,287598;
787;1,5979;2,662109;
788;2,007324;1,632813;
789;1,576904;2,883057;
790;1,704346;1,715576;
791;1,729248;2,09082;
792;1,404053;1,71582;
793;1,680908;1,799072;
794;1,699707;1,720459;
795;1,653809;1,966064;
796;2,343506;1,476563;
797;1,602295;1,657715;
798;1,915283;2,44458;
799;2,000977;1,579102;
800;1,491455;3,088623;
801;1,408691;2,191162;
802;1,675537;2,20459;
803;2,373779;2,826172;
804;1,487061;1,9729;
805;1,460938;1,65918;
806;1,552979;2,74707;
807;1,765869;2,053955;
808;1,163086;1,677002;
809;1,612549;1,42749;
810;1,488525;2,711426;
811;1,775146;1,724854;
812;1,819092;2,740967;
813;1,718994;3,10083;
814;1,590332;1,909668;
815;2,247559;1,912598;
816;1,402344;1,597656;
817;1,459229;1,480713;
818;1,421631;2,678467;
819;1,928223;1,731689;
820;1,577148;2,062744;
821;2,469482;2,110596;
822;1,969727;1,670166;
823;1,603027;2,156982;
824;1,932129;1,8479;
825;1,627441;2,132568;
826;1,453125;2,687012;
827;1,575195;2,104736;
828;1,681885;2,078125;
829;1,349121;1,910889;
830;1,480469;1,939453;
831;1,437988;1,781982;
832;1,798096;2,401855;
833;1,899658;1,460449;
834;2,150146;2,289795;
835;2,060791;2,119385;
836;1,473633;2,64624;
837;2,179443;1,980469;
838;1,895752;1,664307;
839;1,477051;1,903076;
840;1,52417;1,875732;
841;1,558105;1,861816;
842;1,547607;1,712402;
843;1,555176;1,544922;
844;1,638672;1,941406;
845;1,497314;2,80249;
846;1,948975;1,651123;
847;1,721191;1,538818;
848;1,313477;1,606445;
849;1,414795;1,525146;
850;1,841553;1,898438;
851;1,823975;1,65625;
852;1,947998;2,231934;
853;1,848877;1,490967;
854;1,858154;2,062012;
855;1,765869;1,333984;
856;1,776123;2,384033;
857;1,486084;2,633789;
858;2,140625;1,379395;
859;2,066406;1,933594;
860;1,738525;1,581543;
861;1,76709;1,712891;
862;1,162598;2,297363;
863;1,728516;2,471436;
864;1,935547;1,44458;
865;2,345459;1,774414;
866;1,643066;1,697021;
867;1,466064;2,393799;
868;1,562012;1,778076;
869;2,267578;1,952393;
870;2,00415;2,695801;
871;1,868896;1,231201;
872;1,560547;1,839355;
873;1,602295;1,477783;
874;1,672119;1,968018;
875;1,666016;2,293945;
876;2,096191;1,703613;
877;1,325684;3,194336;
878;1,716309;1,463867;
879;2,307617;1,572266;
880;1,446045;1,593994;
881;1,624023;2,275879;
882;1,616455;1,863525;
883;1,712158;1,508057;
884;1,979736;2,040039;
885;1,506104;1,533936;
886;2,429688;1,790283;
887;2,388916;1,591064;
888;1,41333;1,526855;
889;1,628906;1,510986;
890;1,639648;1,700439;
891;1,78125;1,95874;
892;1,388428;1,591553;
893;2,429199;1,890869;
894;1,702393;2,4375;
895;1,483154;1,476807;
896;1,900146;1,859863;
897;1,921387;2,378662;
898;1,446289;1,513672;
899;1,417236;1,462891;
900;1,897705;2,022217;
901;1,808105;2,191895;
902;2,348145;1,971924;
903;1,842529;2,017334;
904;2,748535;1,591553;
905;1,571777;1,328125;
906;1,880615;2,079346;
907;1,982666;1,857422;
908;1,649658;1,550293;
909;2,249268;2,450684;
910;1,586182;2,354004;
911;1,410645;2,069336;
912;1,421143;1,71875;
913;2,228271;2,031738;
914;1,523193;1,476807;
915;1,699219;2,740723;
916;1,748535;1,311523;
917;1,519043;1,460938;
918;1,866455;2,553467;
919;2,039551;2,240479;
920;1,816895;2,283203;
921;1,651123;1,70874;
922;1,295166;2,024902;
923;1,972168;1,787842;
924;1,46875;2,05127;
925;1,763184;1,976807;
926;1,529541;1,790527;
927;2,342529;3,337402;
928;1,398926;1,961182;
929;1,69043;1,269531;
930;2,411621;1,52832;
931;2,069092;3,35083;
932;1,593994;2,686035;
933;1,537109;1,822998;
934;1,479004;1,460938;
935;1,765137;1,574951;
936;1,804688;2,295166;
937;2,389893;1,310059;
938;2,595215;1,704834;
939;1,358398;1,781738;
940;1,631104;2,328857;
941;1,790527;1,929443;
942;1,394287;1,645752;
943;1,539307;1,600586;
944;1,510986;2,329102;
945;2,260986;2,118896;
