INDEX;BT;QGOAP;
442;2,065674;3,314209;
443;2,387451;1,752686;
444;2,42749;5,79248;
445;1,393311;6,626709;
446;1,62793;3,191895;
447;1,518799;14,6814;
448;1,046387;19,09351;
449;1,303223;3,616699;
450;1,250244;8,289795;
451;1,465332;17,7146;
452;1,034424;5,225586;
453;1,311279;1,148682;
454;1,618164;10,08203;
455;1,562744;3,25708;
456;1,951172;2,208984;
457;1,185547;4,734375;
458;1,322998;2,99707;
459;1,031494;14,00854;
460;1,489502;2,810303;
461;1,473877;1,246338;
462;1,443848;2,916016;
463;1,413818;8,346191;
464;2,085449;3,154541;
465;1,517578;3,002441;
466;1,505615;11,0144;
467;1,947021;11,15283;
468;1,37793;4,442139;
469;1,694092;5,666016;
470;1,450684;4,569336;
471;1,490967;3,989014;
472;1,497803;1,482178;
473;1,36084;2,999023;
474;1,356689;1,463379;
475;1,496582;2,143311;
476;1,045166;5,39502;
477;1,700439;2,939453;
478;1,546387;1,293701;
479;1,413818;2,866211;
480;1,986572;17,61328;
481;1,624268;2,555664;
482;1,695557;4,364502;
483;1,327393;5,832764;
484;1,397705;5,702148;
485;1,534912;1,265137;
486;1,313477;5,766602;
487;1,767578;1,492432;
488;1,355225;8,064697;
489;1,868896;3,250977;
490;2,069092;3,490967;
491;1,301514;1,658447;
492;1,756592;5,083496;
493;1,779785;2,380127;
494;1,349854;4,270264;
495;1,37915;8,12085;
496;1,585938;1,954102;
497;1,466309;4,433594;
498;1,965576;1,394531;
499;1,451172;1,748779;
500;1,805908;1,894043;
501;2,148682;4,191406;
502;1,728516;4,511475;
503;1,25708;2,942871;
504;2,14624;5,653809;
505;1,811279;3,088623;
506;1,370605;5,129395;
507;1,421631;1,238281;
508;1,325439;5,334717;
509;1,766357;1,193604;
510;1,361816;4,178223;
511;2,045654;7,694336;
512;1,713623;2,286377;
513;1,404053;3,275879;
514;1,8396;4,400391;
515;1,65332;5,226563;
516;1,482422;3,257813;
517;1,880371;1,879395;
518;1,424072;7,456055;
519;1,426758;1,553223;
520;1,431885;4,628174;
521;2,528076;2,531982;
522;1,364746;2,875244;
523;1,421875;3,338135;
524;1,234131;7,505859;
525;2,134033;13,30591;
526;1,254883;9,405029;
527;1,228027;9,592041;
528;1,990479;5,149414;
529;1,46582;6,194336;
530;1,964844;7,215088;
531;1,608154;11,67188;
532;1,331299;1,94873;
533;1,554199;10,56567;
534;1,425537;3,594482;
535;1,299316;2,500732;
536;1,866943;16,45288;
537;1,871582;2,188477;
538;1,783203;1,596924;
539;2,029297;1,390625;
540;1,424561;5,255371;
541;1,723145;10,63696;
542;1,381836;2,618164;
543;1,432861;3,687012;
544;1,794189;3,48584;
545;1,419678;5,1604;
546;1,721436;2,978516;
547;1,461426;10,05859;
548;1,498535;6,601563;
549;1,913818;4,105957;
550;1,927979;3,1521;
551;1,412842;10,82715;
552;1,577881;5,942139;
553;1,394287;1,845703;
554;2,248779;6,03125;
555;1,33667;1,843262;
556;1,431396;3,928711;
557;1,378906;5,801025;
558;1,726807;2,633301;
559;1,75708;1,702881;
560;1,800293;4,259766;
561;1,035889;3,444092;
562;1,404053;5,155762;
563;1,483643;5,696533;
564;1,43457;2,685303;
565;1,353027;4,76709;
566;1,532227;4,927734;
567;2,375488;4,924561;
568;1,371826;13,36816;
569;1,69043;4,489502;
570;1,020508;2,699463;
571;1,324707;3,335205;
572;1,425049;14,61499;
573;1,475342;1,344727;
574;1,333008;1,447021;
575;1,263184;2,33667;
576;1,480957;2,839111;
577;1,440186;5,039795;
578;1,482666;10,03735;
579;1,468262;9,031738;
580;1,759033;3,220947;
581;1,949951;5,890137;
582;1,926025;3,433838;
583;1,846924;5,933105;
584;1,445801;5,334229;
585;1,578369;2,861572;
586;1,263428;1,956543;
587;1,37915;2,640869;
588;1,49585;15,48413;
589;1,361572;2,738525;
590;1,312988;6,427002;
591;1,448486;1,911621;
592;1,499512;6,640381;
593;1,430176;6,289795;
594;2,01001;1,469971;
595;1,489258;3,430664;
596;2,11499;1,565186;
597;1,390625;6,029297;
598;1,561279;6,21875;
599;1,862793;2,657227;
600;1,331543;1,228516;
601;1,877197;1,502686;
602;1,603516;9,836426;
603;1,388428;7,151611;
604;1,398926;5,081055;
605;1,746582;2,153564;
606;1,835449;1,724365;
607;1,563232;5,596924;
608;1,52417;2,49585;
609;1,794922;4,084961;
610;1,299805;1,660156;
611;1,535645;5,504395;
612;1,651855;1,228271;
613;1,298096;9,541748;
614;1,724121;4,916016;
615;1,845459;2,094482;
616;1,030762;6,309082;
617;1,531738;3,408447;
618;1,844971;7,534912;
619;1,333984;7,926025;
620;1,435059;1,544922;
621;2,01709;4,662842;
622;1,371582;7,348633;
623;1,9104;2,149414;
624;1,99292;5,047119;
625;1,517822;1,662109;
626;2,053223;2,066895;
627;1,514893;4,325195;
628;1,391357;5,168457;
629;1,382813;1,797363;
630;1,380371;5,07959;
631;1,402832;7,137207;
632;1,472656;8,007324;
633;1,355957;17,80371;
634;1,407227;4,513184;
635;1,026855;1,993164;
636;2,39502;5,924805;
637;1,502441;1,397461;
638;1,863281;5,396973;
639;1,460449;8,13916;
640;1,320801;1,439453;
641;1,39209;1,748047;
642;1,040527;1,719238;
643;1,470215;1,709961;
644;1,270996;8,908691;
645;1,677246;8,442871;
646;1,326172;2,59375;
647;1,410156;3,669922;
648;1,32373;1,436523;
649;1,500977;6,979004;
650;1,422852;8,597168;
651;1,580566;2,999023;
652;1,446777;13,37354;
653;1,47168;2,768066;
654;2,582031;1,698242;
655;1,467285;2,652344;
656;1,932617;1,987793;
657;1,436035;2,983887;
658;1,36377;1,496094;
659;1,94043;1,319824;
660;2,18457;1,635254;
661;1,425781;17,354;
662;1,283203;1,336914;
663;1,397949;1,782227;
664;1,312988;8,207031;
665;1,803711;5,696289;
666;1,923828;1,855957;
667;1,808105;4,291992;
668;1,497559;12,80225;
669;1,70166;12,41846;
670;1,352539;4,727539;
671;1,479492;4,180664;
672;2,481934;2,057617;
673;1,436035;6,884277;
674;1,309082;3,510742;
675;1,277344;8,00293;
676;2,007324;6,712402;
677;1,503418;1,57666;
678;1,651855;1,348145;
679;1,328125;3,111816;
680;1,831543;39,82861;
681;1,425293;25,61475;
682;2,024902;1,35498;
683;2,260254;1,599609;
684;1,612793;3,74707;
685;1,803711;1,376465;
686;2,208496;1,591309;
687;1,672363;2,768066;
688;1,348145;9,011719;
689;1,492676;5,207031;
690;1,320801;2,639648;
691;1,328613;2,651367;
692;1,433105;2,666504;
693;1,321777;3,098633;
694;1,787109;7,272461;
695;1,786133;2,974121;
696;1,752441;6,887695;
697;1,855957;1,023926;
698;1,366699;3,812988;
699;1,467773;10,55225;
700;1,300293;3,580078;
701;1,479004;2,84082;
702;1,227051;9,413086;
703;1,365234;8,214844;
704;1,417969;5,22168;
705;1,367188;5,272949;
706;1,3125;8,507324;
707;1,515137;3,685059;
708;1,942383;1,537598;
709;1,280762;10,21924;
